ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS,DATE OF ISSUANCE,QR CODE LINK
5538,5538R,O1P2Q-3R4S5-T6U7V-7ECF8,830EB-21AAD-AA94B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_830EB-21AAD-AA94B.png
5539,5539R,O1P2Q-3R4S5-T6U7V-844DC,03DED-557F2-CF2C9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_03DED-557F2-CF2C9.png
5540,5540R,O1P2Q-3R4S5-T6U7V-89CC0,51EF0-BDDA1-667B1,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_51EF0-BDDA1-667B1.png
5541,5541R,O1P2Q-3R4S5-T6U7V-8F4A4,0A899-8FF5B-D768A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0A899-8FF5B-D768A.png
5542,5542R,O1P2Q-3R4S5-T6U7V-94C88,F2711-F657C-13EA2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F2711-F657C-13EA2.png
5543,5543R,O1P2Q-3R4S5-T6U7V-9A46C,F8EEA-CCC8D-0D7CD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F8EEA-CCC8D-0D7CD.png
5544,5544R,O1P2Q-3R4S5-T6U7V-9FC50,89745-BC6B7-C5D1D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_89745-BC6B7-C5D1D.png
5545,5545R,O1P2Q-3R4S5-T6U7V-A5434,F4EBB-932BA-BF81E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F4EBB-932BA-BF81E.png
5546,5546R,O1P2Q-3R4S5-T6U7V-AAC18,BB4ED-158C4-94E9C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BB4ED-158C4-94E9C.png
5547,5547R,O1P2Q-3R4S5-T6U7V-B03FC,42EB9-1F6BA-9D8EE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_42EB9-1F6BA-9D8EE.png
5548,5548R,O1P2Q-3R4S5-T6U7V-B5BE0,BCB62-2BEB1-4F7A0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BCB62-2BEB1-4F7A0.png
5549,5549R,O1P2Q-3R4S5-T6U7V-BB3C4,31DDC-FBCE4-D1F20,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_31DDC-FBCE4-D1F20.png
5550,5550R,O1P2Q-3R4S5-T6U7V-C0BA8,EB5E8-A91BE-C9A6C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EB5E8-A91BE-C9A6C.png
5551,5551R,O1P2Q-3R4S5-T6U7V-  C638C,576C2-3354C-12E29,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_576C2-3354C-12E29.png
5552,5552R,O1P2Q-3R4S5-T6U7V-CBB70,A8BCB-009FD-C512A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A8BCB-009FD-C512A.png
5553,5553R,O1P2Q-3R4S5-T6U7V-D1354,A66EB-1B1BE-4CE6B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A66EB-1B1BE-4CE6B.png
5554,5554R,O1P2Q-3R4S5-T6U7V-D6B38,71F5C-DE3F7-5AC38,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_71F5C-DE3F7-5AC38.png
5555,5555R,O1P2Q-3R4S5-T6U7V-DC31C,DEF45-408C0-8F50E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DEF45-408C0-8F50E.png
5556,5556R,O1P2Q-3R4S5-T6U7V-E1B00,C8FA4-E97A4-C53BD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C8FA4-E97A4-C53BD.png
5557,5557R,O1P2Q-3R4S5-T6U7V-E72E4,A3B8D-85CC0-60BDA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A3B8D-85CC0-60BDA.png
5558,5558R,O1P2Q-3R4S5-T6U7V-ECAC8,FCC2C-FE464-CEA49,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FCC2C-FE464-CEA49.png
5559,5559R,O1P2Q-3R4S5-T6U7V-F22AC,2C7D6-1BA9B-FA972,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2C7D6-1BA9B-FA972.png
5560,5560R,O1P2Q-3R4S5-T6U7V-F7A90,8CFAF-C26FE-C8B4D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_8CFAF-C26FE-C8B4D.png
5561,5561R,O1P2Q-3R4S5-T6U7V-FD274,D0406-89EE0-22EA0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D0406-89EE0-22EA0.png
5562,5562R,O1P2Q-3R4S5-T6U7V-02A58,F1E9E-D3CD0-0EE5A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F1E9E-D3CD0-0EE5A.png
5563,5563R,O1P2Q-3R4S5-T6U7V-0823C,D90B9-E849D-5A4DA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D90B9-E849D-5A4DA.png
5564,5564R,O1P2Q-3R4S5-T6U7V-0DA20,1BC38-839CA-23256,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1BC38-839CA-23256.png
5565,5565R,O1P2Q-3R4S5-T6U7V-13204,3D7CD-B12CF-2BBF3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3D7CD-B12CF-2BBF3.png
5566,5566R,O1P2Q-3R4S5-T6U7V-189E8,AB97B-A2F55-B7F80,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AB97B-A2F55-B7F80.png
5567,5567R,O1P2Q-3R4S5-T6U7V-1E1CC,CC56A-524DC-BB5BE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CC56A-524DC-BB5BE.png
5568,5568R,O1P2Q-3R4S5-T6U7V-239B0,C1A3A-FD1BB-D89C5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C1A3A-FD1BB-D89C5.png
5569,5569R,O1P2Q-3R4S5-T6U7V-29194,B20CB-0AAFE-E0C11,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B20CB-0AAFE-E0C11.png
5570,5570R,O1P2Q-3R4S5-T6U7V-2E978,4FCAC-D7F06-AEBCC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4FCAC-D7F06-AEBCC.png
5571,5571R,O1P2Q-3R4S5-T6U7V-3415C,BC25C-EFF1E-A6E04,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BC25C-EFF1E-A6E04.png
5572,5572R,O1P2Q-3R4S5-T6U7V-39940,DB4A2-9D9FD-82ECA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DB4A2-9D9FD-82ECA.png
5573,5573R,O1P2Q-3R4S5-T6U7V-3F124,BEBFE-109EB-A4B8A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BEBFE-109EB-A4B8A.png
5574,5574R,O1P2Q-3R4S5-T6U7V-44908,CD74D-F8E4F-D6982,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CD74D-F8E4F-D6982.png
5575,5575R,O1P2Q-3R4S5-T6U7V-4A0EC,1FA5B-B89D9-D3811,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1FA5B-B89D9-D3811.png
5576,5576R,O1P2Q-3R4S5-T6U7V-4F8D0,E2B12-E020B-15EFF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E2B12-E020B-15EFF.png
5577,5577R,O1P2Q-3R4S5-T6U7V-550B4,CDE1D-FAA3D-D6FCD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CDE1D-FAA3D-D6FCD.png
5578,5578R,O1P2Q-3R4S5-T6U7V-5A898,4A4DD-E71B2-7CA2C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4A4DD-E71B2-7CA2C.png
5579,5579R,O1P2Q-3R4S5-T6U7V-6007C,EAA00-00BFC-FDE5B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EAA00-00BFC-FDE5B.png
5580,5580R,O1P2Q-3R4S5-T6U7V-65860,AF866-A4D7E-7E46F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AF866-A4D7E-7E46F.png
5581,5581R,O1P2Q-3R4S5-T6U7V-6B044,CDD8C-B259C-58B5D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CDD8C-B259C-58B5D.png
5582,5582R,O1P2Q-3R4S5-T6U7V-70828,6EB83-B8C0A-FDCD9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6EB83-B8C0A-FDCD9.png
5583,5583R,O1P2Q-3R4S5-T6U7V-7600C,DF8A9-8764D-AD8D4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DF8A9-8764D-AD8D4.png
5584,5584R,O1P2Q-3R4S5-T6U7V-7B7F0,07ECF-DD25F-8078B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_07ECF-DD25F-8078B.png
5585,5585R,O1P2Q-3R4S5-T6U7V-80FD4,B0EEB-4BFA8-2F9BA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B0EEB-4BFA8-2F9BA.png
5586,5586R,O1P2Q-3R4S5-T6U7V-867B8,8CEBD-4FA9C-BFCC8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_8CEBD-4FA9C-BFCC8.png
5587,5587R,O1P2Q-3R4S5-T6U7V-8BF9C,DBCF1-C71DE-B9E4F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DBCF1-C71DE-B9E4F.png
5588,5588R,O1P2Q-3R4S5-T6U7V-91780,F7D88-1A9CE-7ACE6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F7D88-1A9CE-7ACE6.png
5589,5589R,O1P2Q-3R4S5-T6U7V-96F64,2EE1E-74345-79F6C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2EE1E-74345-79F6C.png
5590,5590R,O1P2Q-3R4S5-T6U7V-9C748,B82C1-CD742-E8E07,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B82C1-CD742-E8E07.png
5591,5591R,O1P2Q-3R4S5-T6U7V-A1F2C,4A1FB-3ED6A-AF0D4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4A1FB-3ED6A-AF0D4.png
5592,5592R,O1P2Q-3R4S5-T6U7V-A7710,ABC7C-FBC8E-BB9C8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_ABC7C-FBC8E-BB9C8.png
5593,5593R,O1P2Q-3R4S5-T6U7V-ACEF4,AF1A7-2A29B-AA079,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AF1A7-2A29B-AA079.png
5594,5594R,O1P2Q-3R4S5-T6U7V-B26D8,80B7C-C2AFC-0DDD0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_80B7C-C2AFC-0DDD0.png
5595,5595R,O1P2Q-3R4S5-T6U7V-B7EBC,DDFCC-CE0FB-8BDCA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DDFCC-CE0FB-8BDCA.png
5596,5596R,O1P2Q-3R4S5-T6U7V-BD6A0,38EC6-FF0C4-E23CF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_38EC6-FF0C4-E23CF.png
5597,5597R,O1P2Q-3R4S5-T6U7V-C2E84,EF6EB-1EE4D-EA56A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EF6EB-1EE4D-EA56A.png
5598,5598R,O1P2Q-3R4S5-T6U7V-C8668,18CB9-4E63E-8FBF4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_18CB9-4E63E-8FBF4.png
5599,5599R,O1P2Q-3R4S5-T6U7V-CDE4C,C69ED-4F6F8-9FEC3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C69ED-4F6F8-9FEC3.png
5600,5600R,O1P2Q-3R4S5-T6U7V-D3630,F91A4-8ACDC-4073F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F91A4-8ACDC-4073F.png
5601,5601R,W8X9Y-1Z2A3-B4C5D-D8E14       ,AD2FD-52FB4-FCE54,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AD2FD-52FB4-FCE54.png
5602,5602R,W8X9Y-1Z2A3-B4C5D-DE5F8,06CED-286EE-BAED3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_06CED-286EE-BAED3.png
5603,5603R,W8X9Y-1Z2A3-B4C5D-E3DDC,0AA9D-D5A84-7DC80,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0AA9D-D5A84-7DC80.png
5604,5604R,W8X9Y-1Z2A3-B4C5D-E95C0,AC592-CA2D6-7BB85,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AC592-CA2D6-7BB85.png
5605,5605R,W8X9Y-1Z2A3-B4C5D-EEDA4,948C3-514D6-A0AFD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_948C3-514D6-A0AFD.png
5606,5606R,W8X9Y-1Z2A3-B4C5D-F4588,0F7AE-6F0EA-6D728,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0F7AE-6F0EA-6D728.png
5607,5607R,W8X9Y-1Z2A3-B4C5D-F9D6C,A9AA3-F2AF2-AFB4D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A9AA3-F2AF2-AFB4D.png
5608,5608R,W8X9Y-1Z2A3-B4C5D-FF550,3166A-EDD9B-9178B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3166A-EDD9B-9178B.png
5609,5609R,W8X9Y-1Z2A3-B4C5D-04D34,9EBFA-D8D32-EE989,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9EBFA-D8D32-EE989.png
5610,5610R,W8X9Y-1Z2A3-B4C5D-0A518,55219-E2A8E-E90FF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_55219-E2A8E-E90FF.png
5611,5611R,W8X9Y-1Z2A3-B4C5D-0FCFC,FA2E0-AA8C8-EBACD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FA2E0-AA8C8-EBACD.png
5612,5612R,W8X9Y-1Z2A3-B4C5D-154E0,BE86A-ED8D1-ED2D6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BE86A-ED8D1-ED2D6.png
5613,5613R,W8X9Y-1Z2A3-B4C5D-1ACC4,82388-BD9A0-59EED,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_82388-BD9A0-59EED.png
5614,5614R,W8X9Y-1Z2A3-B4C5D-204A8,E8FF8-7148B-AAACA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E8FF8-7148B-AAACA.png
5615,5615R,W8X9Y-1Z2A3-B4C5D-25C8C,EAFCD-53E2D-EC68A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EAFCD-53E2D-EC68A.png
5616,5616R,W8X9Y-1Z2A3-B4C5D-2B470,099A4-C6FEE-43E62,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_099A4-C6FEE-43E62.png
5617,5617R,W8X9Y-1Z2A3-B4C5D-30C54,B0DD5-7B8D1-4E3EA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B0DD5-7B8D1-4E3EA.png
5618,5618R,W8X9Y-1Z2A3-B4C5D-36438,E7C6B-E7AE1-C0DF0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E7C6B-E7AE1-C0DF0.png
5619,5619R,W8X9Y-1Z2A3-B4C5D-3BC1C,0F24F-CB5BE-0E4D9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0F24F-CB5BE-0E4D9.png
5620,5620R,W8X9Y-1Z2A3-B4C5D-41400,DE5E0-978B5-C34AC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DE5E0-978B5-C34AC.png
5621,5621R,W8X9Y-1Z2A3-B4C5D-46BE4,A4F6B-BD68D-97CDC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A4F6B-BD68D-97CDC.png
5622,5622R,W8X9Y-1Z2A3-B4C5D-4C3C8,189D8-CD7C3-BC165,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_189D8-CD7C3-BC165.png
5623,5623R,W8X9Y-1Z2A3-B4C5D-51BAC,A6C2B-729E1-7DBDE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A6C2B-729E1-7DBDE.png
5624,5624R,W8X9Y-1Z2A3-B4C5D-57390,FC99D-EA2F1-AFAAC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FC99D-EA2F1-AFAAC.png
5625,5625R,W8X9Y-1Z2A3-B4C5D-5CB74,67EBC-65C5B-A07F6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_67EBC-65C5B-A07F6.png
5626,5626R,W8X9Y-1Z2A3-B4C5D-62358,41B4B-88C52-FCFA2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_41B4B-88C52-FCFA2.png
5627,5627R,W8X9Y-1Z2A3-B4C5D-67B3C,42DBE-DFF6F-E61FB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_42DBE-DFF6F-E61FB.png
5628,5628R,W8X9Y-1Z2A3-B4C5D-6D320,65EBA-BBD71-D74DB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_65EBA-BBD71-D74DB.png
5629,5629R,W8X9Y-1Z2A3-B4C5D-72B04,3DFD3-E7C68-45417,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3DFD3-E7C68-45417.png
5630,5630R,W8X9Y-1Z2A3-B4C5D-782E8,F8ACA-4EB5A-95FFB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F8ACA-4EB5A-95FFB.png
5631,5631R,W8X9Y-1Z2A3-B4C5D-7DACC,CEDB2-BABB2-CE0C9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CEDB2-BABB2-CE0C9.png
5632,5632R,W8X9Y-1Z2A3-B4C5D-832B0,BDA6E-67B19-9C7BE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BDA6E-67B19-9C7BE.png
5633,5633R,W8X9Y-1Z2A3-B4C5D-88A94,E4F02-4AEB6-95A8B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E4F02-4AEB6-95A8B.png
5634,5634R,W8X9Y-1Z2A3-B4C5D-8E278,6BEED-ABEFC-ECAF7,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6BEED-ABEFC-ECAF7.png
5635,5635R,W8X9Y-1Z2A3-B4C5D-93A5C,EE1F1-9BE3E-EFCBD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EE1F1-9BE3E-EFCBD.png
5636,5636R,W8X9Y-1Z2A3-B4C5D-99240,7BB12-54740-BEEC0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_7BB12-54740-BEEC0.png
5637,5637R,W8X9Y-1Z2A3-B4C5D-9EA24,FA3B8-CAD54-EDC0C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FA3B8-CAD54-EDC0C.png
5638,5638R,W8X9Y-1Z2A3-B4C5D-A4208,ABFFC-7C424-DDD1D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_ABFFC-7C424-DDD1D.png
5639,5639R,W8X9Y-1Z2A3-B4C5D-A99EC,AD349-C39CF-B3B08,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AD349-C39CF-B3B08.png
5640,5640R,W8X9Y-1Z2A3-B4C5D-AF1D0,57BEA-C5F53-48EFD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_57BEA-C5F53-48EFD.png
5641,5641R,W8X9Y-1Z2A3-B4C5D-B49B4,4AEB1-CBE4E-41C3C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4AEB1-CBE4E-41C3C.png
5642,5642R,W8X9Y-1Z2A3-B4C5D-BA198,1B9BF-E265E-11E26,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1B9BF-E265E-11E26.png
5643,5643R,W8X9Y-1Z2A3-B4C5D-BF97C,DB4AD-83D1D-7D827,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DB4AD-83D1D-7D827.png
5644,5644R,W8X9Y-1Z2A3-B4C5D-C5160,A1A32-57CA7-BAA4C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A1A32-57CA7-BAA4C.png
5645,5645R,W8X9Y-1Z2A3-B4C5D-CA944,44C9D-ABCDC-6D3D9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_44C9D-ABCDC-6D3D9.png
5646,5646R,W8X9Y-1Z2A3-B4C5D-D0128,1269F-8C91D-8B04E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1269F-8C91D-8B04E.png
5647,5647R,W8X9Y-1Z2A3-B4C5D-D590C,FCCFA-FEDD0-BB7A3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FCCFA-FEDD0-BB7A3.png
5648,5648R,W8X9Y-1Z2A3-B4C5D-DB0F0,F4EDC-2E9F7-A069F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F4EDC-2E9F7-A069F.png
5649,5649R,W8X9Y-1Z2A3-B4C5D-E08D4,EE9F7-FB97A-CFABD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EE9F7-FB97A-CFABD.png
5650,5650R,W8X9Y-1Z2A3-B4C5D-E60B8,5C7B9-B8CFB-1ABFE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_5C7B9-B8CFB-1ABFE.png
5651,5651R,W8X9Y-1Z2A3-B4C5D-EB89C,6EFEB-E50DD-FEF7A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6EFEB-E50DD-FEF7A.png
5652,5652R,W8X9Y-1Z2A3-B4C5D-F1080,51D46-BCCDC-1DEB9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_51D46-BCCDC-1DEB9.png
5653,5653R,W8X9Y-1Z2A3-B4C5D-F6864,3D3BF-EA992-C5BD8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3D3BF-EA992-C5BD8.png
5654,5654R,W8X9Y-1Z2A3-B4C5D-;.FC048,C6C3C-E225D-1A53D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C6C3C-E225D-1A53D.png
5655,5655R,W8X9Y-1Z2A3-B4C5D-0182C,F9D47-08ADD-D50DA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F9D47-08ADD-D50DA.png
5656,5656R,W8X9Y-1Z2A3-B4C5D-07010,EA7ED-BBFCF-8EA2A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EA7ED-BBFCF-8EA2A.png
5657,5657R,W8X9Y-1Z2A3-B4C5D-0C7F4,62EDD-C6687-5D59F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_62EDD-C6687-5D59F.png
5658,5658R,W8X9Y-1Z2A3-B4C5D-11FD8,9D380-EDF1D-6C9EB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9D380-EDF1D-6C9EB.png
5659,5659R,W8X9Y-1Z2A3-B4C5D-177BC,AB20E-EDFE0-CA9CD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AB20E-EDFE0-CA9CD.png
5660,5660R,W8X9Y-1Z2A3-B4C5D-1CFA0,D0A9A-A7290-5E90A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D0A9A-A7290-5E90A.png
5661,5661R,W8X9Y-1Z2A3-B4C5D-22784,7CEB0-62CAA-6CC58,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_7CEB0-62CAA-6CC58.png
5662,5662R,W8X9Y-1Z2A3-B4C5D-27F68,DEC8C-FFDEC-FB56A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DEC8C-FFDEC-FB56A.png
5663,5663R,W8X9Y-1Z2A3-B4C5D-2D74C,DBC5A-C36DC-BFFAA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DBC5A-C36DC-BFFAA.png
5664,5664R,W8X9Y-1Z2A3-B4C5D-32F30,AFAD6-DBBFC-D99C3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AFAD6-DBBFC-D99C3.png
5665,5665R,W8X9Y-1Z2A3-B4C5D-38714,AFDDE-3D2FB-03D04,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AFDDE-3D2FB-03D04.png
5666,5666R,8/W8X9Y-1Z2A3-B4C5D-3DEF8,86CAA-FF1C3-21E5F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_86CAA-FF1C3-21E5F.png
5667,5667R,W8X9Y-1Z2A3-B4C5D-436DC,6A2BD-C66B0-3C06C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6A2BD-C66B0-3C06C.png
5668,5668R,W8X9Y-1Z2A3-B4C5D-48EC0,6CCE5-27BE6-85575,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6CCE5-27BE6-85575.png
5669,5669R,W8X9Y-1Z2A3-B4C5D-4E6A4,1ABB9-EB256-CD85B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1ABB9-EB256-CD85B.png
5670,5670R,W8X9Y-1Z2A3-B4C5D-53E88,BABBF-EC8AD-FDC85,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BABBF-EC8AD-FDC85.png
5671,5671R,W8X9Y-1Z2A3-B4C5D-5966C,7AEBD-D24AE-DBB9F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_7AEBD-D24AE-DBB9F.png
5672,5672R,W8X9Y-1Z2A3-B4C5D-5EE50,3133C-BFEEA-CBA82,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3133C-BFEEA-CBA82.png
