ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS,DATE OF ISSUANCE,QR CODE LINK
5797,5797R,E6F7G-8H9I1-J2K3L-0D8A4,D9AC6-ECBAB-7FAFE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D9AC6-ECBAB-7FAFE.png
5798,5798R,E6F7G-8H9I1-J2K3L-13088,1154C-7FEA1-06AAC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1154C-7FEA1-06AAC.png
5799,5799R,E6F7G-8H9I1-J2K3L-1886C,2C82B-6B5C1-1DDB5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2C82B-6B5C1-1DDB5.png
5800,5800R,E6F7G-8H9I1-J2K3L-1E050,6E0C2-2852E-D58DB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6E0C2-2852E-D58DB.png
5801,5801R,M4N5O-6P7Q8-R9S1T-23834,B0D13-2BC8E-266B9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B0D13-2BC8E-266B9.png
5802,5802R,M4N5O-6P7Q8-R9S1T-29018,CAEDA-AB5FD-9266B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CAEDA-AB5FD-9266B.png
5803,5803R,M4N5O-6P7Q8-R9S1T-2E7FC,DD058-B626A-1EDEA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DD058-B626A-1EDEA.png
5804,5804R,M4N5O-6P7Q8-R9S1T-33FE0,C0A32-EB28B-CFB51,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C0A32-EB28B-CFB51.png
5805,5805R,M4N5O-6P7Q8-R9S1T-397C4,C465E-05BEA-3E4B7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C465E-05BEA-3E4B7.png
5806,5806R,M4N5O-6P7Q8-R9S1T-3EFA8,D7F59-8E4F7-0BE2F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D7F59-8E4F7-0BE2F.png
5807,5807R,M4N5O-6P7Q8-R9S1T-4478C,FD90D-FCDC2-E1F36,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FD90D-FCDC2-E1F36.png
5808,5808R,M4N5O-6P7Q8-R9S1T-49F70,9F99D-291BF-1FDFE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9F99D-291BF-1FDFE.png
5809,5809R,M4N5O-6P7Q8-R9S1T-4F754,ADFB4-C00FA-CEF31,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ADFB4-C00FA-CEF31.png
5810,5810R,M4N5O-6P7Q8-R9S1T-54F38,9DF60-BE1C3-F1B1F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9DF60-BE1C3-F1B1F.png
5811,5811R,M4N5O-6P7Q8-R9S1T-5A71C,8CDAE-DB8A0-FDCA8,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8CDAE-DB8A0-FDCA8.png
5812,5812R,M4N5O-6P7Q8-R9S1T-5FF00,2FAF7-C0DA7-F44CE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2FAF7-C0DA7-F44CE.png
5813,5813R,M4N5O-6P7Q8-R9S1T-656E4,5DE52-F9D68-99D5D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_5DE52-F9D68-99D5D.png
5814,5814R,M4N5O-6P7Q8-R9S1T-6AEC8,FA1DB-E85DE-76565,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FA1DB-E85DE-76565.png
5815,5815R,M4N5O-6P7Q8-R9S1T-706AC,DDF40-30D15-D8851,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DDF40-30D15-D8851.png
5816,5816R,M4N5O-6P7Q8-R9S1T-75E90,BE197-CDFF1-79C16,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BE197-CDFF1-79C16.png
5817,5817R,M4N5O-6P7Q8-R9S1T-7B674,DD8DF-A17F0-D0FF2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DD8DF-A17F0-D0FF2.png
5818,5818R,M4N5O-6P7Q8-R9S1T-80E58,DF08F-ED44A-AED0B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DF08F-ED44A-AED0B.png
5819,5819R,M4N5O-6P7Q8-R9S1T-8663C,FF61F-1DCA8-E4963,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FF61F-1DCA8-E4963.png
5820,5820R,M4N5O-6P7Q8-R9S1T-8BE20,FCAB6-FD7B9-EEA1D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FCAB6-FD7B9-EEA1D.png
5821,5821R,M4N5O-6P7Q8-R9S1T-91604,01CD3-1DBEF-E2F8B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_01CD3-1DBEF-E2F8B.png
5822,5822R,M4N5O-6P7Q8-R9S1T-96DE8,EEADE-ACAEB-8B913,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EEADE-ACAEB-8B913.png
5823,5823R,M4N5O-6P7Q8-R9S1T-9C5CC,FEF67-7857C-84041,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FEF67-7857C-84041.png
5824,5824R,M4N5O-6P7Q8-R9S1T-A1DB0,5CCF8-B2C91-FAA4E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_5CCF8-B2C91-FAA4E.png
5825,5825R,M4N5O-6P7Q8-R9S1T-A7594,70B2F-B5C3C-137CF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_70B2F-B5C3C-137CF.png
5826,5826R,M4N5O-6P7Q8-R9S1T-ACD78,0CC83-BE73D-DFC3A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0CC83-BE73D-DFC3A.png
5827,5827R,M4N5O-6P7Q8-R9S1T-B255C,C82C1-6D2D6-68D6B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C82C1-6D2D6-68D6B.png
5828,5828R,M4N5O-6P7Q8-R9S1T-B7D40,E8D0C-ECF80-DA69E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E8D0C-ECF80-DA69E.png
5829,5829R,M4N5O-6P7Q8-R9S1T-BD524,22DA4-2AA43-3B9B1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_22DA4-2AA43-3B9B1.png
5830,5830R,M4N5O-6P7Q8-R9S1T-C2D08,B483B-85D12-6A374,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B483B-85D12-6A374.png
5831,5831R,M4N5O-6P7Q8-R9S1T-C84EC,0DB1D-D0A5D-FF6D2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0DB1D-D0A5D-FF6D2.png
5832,5832R,M4N5O-6P7Q8-R9S1T-CDCD0,0EDFF-F11AA-6163B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0EDFF-F11AA-6163B.png
5833,5833R,M4N5O-6P7Q8-R9S1T-D34B4,1EEC7-BECBD-6A855,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1EEC7-BECBD-6A855.png
5834,5834R,M4N5O-6P7Q8-R9S1T-D8C98,76CDD-BCCFF-1E8A9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_76CDD-BCCFF-1E8A9.png
5835,5835R,M4N5O-6P7Q8-R9S1T-DE47C,7251B-DEDDC-F9F27,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7251B-DEDDC-F9F27.png
5836,5836R,M4N5O-6P7Q8-R9S1T-E5C60,92DF0-CEBB2-E998A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_92DF0-CEBB2-E998A.png
5837,5837R,M4N5O-6P7Q8-R9S1T-E9444,C3235-FFE86-0D0F7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C3235-FFE86-0D0F7.png
5838,5838R,M4N5O-6P7Q8-R9S1T-EEC28,7ECCF-0D37A-E2BFB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7ECCF-0D37A-E2BFB.png
5839,5839R,M4N5O-6P7Q8-R9S1T-F440C,B744A-842E5-C23C3,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B744A-842E5-C23C3.png
5840,5840R,M4N5O-6P7Q8-R9S1T-F6BF0,F6B7E-F261C-16DED,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F6B7E-F261C-16DED.png
5841,5841R,M4N5O-6P7Q8-R9S1T-FF3D4,6D44B-388D4-DCAFD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6D44B-388D4-DCAFD.png
5842,5842R,M4N5O-6P7Q8-R9S1T-04BB8,E849B-EE72F-1FF7B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E849B-EE72F-1FF7B.png
5843,5843R,M4N5O-6P7Q8-R9S1T-0A39C,8A0C3-9EBC8-754B0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8A0C3-9EBC8-754B0.png
5844,5844R,M4N5O-6P7Q8-R9S1T-OFB80,D0A7B-7EBFC-AFF97,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D0A7B-7EBFC-AFF97.png
5845,5845R,M4N5O-6P7Q8-R9S1T-15364,1B9C3-91CBD-DE959,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1B9C3-91CBD-DE959.png
5846,5846R,M4N5O-6P7Q8-R9S1T-1AB48,CBBB5-CAF3C-0F0C1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CBBB5-CAF3C-0F0C1.png
5847,5847R,M4N5O-6P7Q8-R9S1T-2032C,7CA64-C9F9A-EFD8B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7CA64-C9F9A-EFD8B.png
5848,5848R,M4N5O-6P7Q8-R9S1T-25B10,6DCF0-923AC-EFBE6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6DCF0-923AC-EFBE6.png
5849,5849R,M4N5O-6P7Q8-R9S1T-2B2F4,D5362-CFAB2-1BC13,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D5362-CFAB2-1BC13.png
5850,5850R,M4N5O-6P7Q8-R9S1T-30AD8,76C16-35348-82DAA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_76C16-35348-82DAA.png
5851,5851R,M4N5O-6P7Q8-R9S1T-362BC,EFE0C-4BB7B-3482A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EFE0C-4BB7B-3482A.png
5852,5852R,M4N5O-6P7Q8-R9S1T-3BAA0,FBFA7-DF644-0CFF0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FBFA7-DF644-0CFF0.png
5853,5853R,M4N5O-6P7Q8-R9S1T-41284,59A9F-E10BF-FBF7A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_59A9F-E10BF-FBF7A.png
5854,5854R,M4N5O-6P7Q8-R9S1T-46A68,3B157-E0BAD-5ED71,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3B157-E0BAD-5ED71.png
5855,5855R,M4N5O-6P7Q8-R9S1T-4C24C,B13CB-016F7-ACB2A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B13CB-016F7-ACB2A.png
5856,5856R,M4N5O-6P7Q8-R9S1T-51A30,BBABB-B8B0E-D3AAD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BBABB-B8B0E-D3AAD.png
5857,5857R,M4N5O-6P7Q8-R9S1T-57214,AD4A2-D1BEA-CF2EE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AD4A2-D1BEA-CF2EE.png
5858,5858R,M4N5O-6P7Q8-R9S1T-5C9F8,A9EB6-003D3-D9B8B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A9EB6-003D3-D9B8B.png
5859,5859R,M4N5O-6P7Q8-R9S1T-621DC,BECDE-17DD4-CED0A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BECDE-17DD4-CED0A.png
5860,5860R,M4N5O-6P7Q8-R9S1T-679C0,1D84F-DAF94-3C65C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1D84F-DAF94-3C65C.png
5861,5861R,M4N5O-6P7Q8-R9S1T-6D1A4,9FF33-FCE0B-B61AB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9FF33-FCE0B-B61AB.png
5862,5862R,M4N5O-6P7Q8-R9S1T-72988,8B4CB-B00BF-D967C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8B4CB-B00BF-D967C.png
5863,5863R,M4N5O-6P7Q8-R9S1T-7816C,EF7CD-C46DB-0FABC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EF7CD-C46DB-0FABC.png
5864,5864R,M4N5O-6P7Q8-R9S1T-7D950,ED96B-9FDAC-9D6ED,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ED96B-9FDAC-9D6ED.png
5865,5865R,M4N5O-6P7Q8-R9S1T-83134,B41FA-CDE21-DB80B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B41FA-CDE21-DB80B.png
5866,5866R,M4N5O-6P7Q8-R9S1T-88918,A5722-1E640-AC996,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A5722-1E640-AC996.png
5867,5867R,M4N5O-6P7Q8-R9S1T-8E0FC,7EFF8-5DD1F-6ADAE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7EFF8-5DD1F-6ADAE.png
5868,5868R,M4N5O-6P7Q8-R9S1T-938E0,B30BF-2E0DD-B7E69,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B30BF-2E0DD-B7E69.png
5869,5869R,M4N5O-6P7Q8-R9S1T-990C4,78EB2-97FF1-EE9CA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_78EB2-97FF1-EE9CA.png
5870,5870R,M4N5O-6P7Q8-R9S1T-9E8A8,FCDDA-81AE9-1D7B9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FCDDA-81AE9-1D7B9.png
5871,5871R,M4N5O-6P7Q8-R9S1T-A408C,9BAB4-13C20-D207D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9BAB4-13C20-D207D.png
5872,5872R,M4N5O-6P7Q8-R9S1T-A9870,89205-53AAF-CFC2B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_89205-53AAF-CFC2B.png
5873,5873R,M4N5O-6P7Q8-R9S1T-AF054,7ACAA-EE81A-DEF5F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7ACAA-EE81A-DEF5F.png
5874,5874R,M4N5O-6P7Q8-R9S1T-B4838,DA1CA-8440C-CA0D5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DA1CA-8440C-CA0D5.png
5875,5875R,M4N5O-6P7Q8-R9S1T-BA01C,FFE64-57D48-C62E5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FFE64-57D48-C62E5.png
5876,5876R,M4N5O-6P7Q8-R9S1T-BF800,89200-BF25A-AF05A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_89200-BF25A-AF05A.png
5877,5877R,M4N5O-6P7Q8-R9S1T-C4FE4,805F8-DFE39-9171F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_805F8-DFE39-9171F.png
5878,5878R,M4N5O-6P7Q8-R9S1T-CA7C8,7D2D0-D1ECA-ABC5A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7D2D0-D1ECA-ABC5A.png
5879,5879R,M4N5O-6P7Q8-R9S1T-CFFAC,B382D-EF9FB-A6B4A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B382D-EF9FB-A6B4A.png
5880,5880R,M4N5O-6P7Q8-R9S1T-D5790,BBB4F-9ABD6-6E09B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BBB4F-9ABD6-6E09B.png
5881,5881R,M4N5O-6P7Q8-R9S1T-DAF74,6B876-E0F0A-A37BC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6B876-E0F0A-A37BC.png
5882,5882R,M4N5O-6P7Q8-R9S1T-E0758,89A17-458EF-9F3BF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_89A17-458EF-9F3BF.png
5883,5883R,M4N5O-6P7Q8-R9S1T-E5F3C,4D8C3-55AF5-8C51B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_4D8C3-55AF5-8C51B.png
5884,5884R,M4N5O-6P7Q8-R9S1T-EB720,64BC1-980B7-DBBBE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_64BC1-980B7-DBBBE.png
5885,5885R,M4N5O-6P7Q8-R9S1T-F0F04,BAAE2-A8BC8-C32DB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BAAE2-A8BC8-C32DB.png
5886,5886R,M4N5O-6P7Q8-R9S1T-F66E8,057EF-30540-B2AA9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_057EF-30540-B2AA9.png
5887,5887R,M4N5O-6P7Q8-R9S1T-FBECC,BCBFB-EBEEB-53C68,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BCBFB-EBEEB-53C68.png
5888,5888R,M4N5O-6P7Q8-R9S1T-016B0,33068-5416A-B978F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_33068-5416A-B978F.png
5889,5889R,M4N5O-6P7Q8-R9S1T-06E94,A6496-1DEAF-78B08,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A6496-1DEAF-78B08.png
5890,5890R,M4N5O-6P7Q8-R9S1T-0C678,6EA5E-BBD44-B85CC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6EA5E-BBD44-B85CC.png
5891,5891R,M4N5O-6P7Q8-R9S1T-11E5C,8ECBE-A0422-F61DA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_8ECBE-A0422-F61DA.png
5892,5892R,M4N5O-6P7Q8-R9S1T-17640,AC830-4D13D-DCB42,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AC830-4D13D-DCB42.png
5893,5893R,M4N5O-6P7Q8-R9S1T-1CE24,E4F0B-9FFF8-C27CF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E4F0B-9FFF8-C27CF.png
5894,5894R,M4N5O-6P7Q8-R9S1T-22608,CAB30-CBBBD-DB1BA,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_CAB30-CBBBD-DB1BA.png
5895,5895R,M4N5O-6P7Q8-R9S1T-27DEC,7AEEA-4EEAB-7B6F2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7AEEA-4EEAB-7B6F2.png
5896,5896R,M4N5O-6P7Q8-R9S1T-2D5D0,C0B43-44FDB-EA3F9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C0B43-44FDB-EA3F9.png
5897,5897R,M4N5O-6P7Q8-R9S1T-32DB4,916A1-4E65A-CEF22,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_916A1-4E65A-CEF22.png
5898,5898R,M4N5O-6P7Q8-R9S1T-38598,20ABE-AB62C-83DBF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_20ABE-AB62C-83DBF.png
5899,5899R,M4N5O-6P7Q8-R9S1T-3DD7C,9F8B1-B0EAC-BA7B0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_9F8B1-B0EAC-BA7B0.png
5900,5900R,M4N5O-6P7Q8-R9S1T-43560,EC9EC-0C2BB-63EFF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EC9EC-0C2BB-63EFF.png
5901,5901R,U2V3W-4X5Y6-Z7A8B-48D44,48CED-2A781-91A3F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_48CED-2A781-91A3F.png
5902,5902R,U2V3W-4X5Y6-Z7A8B-4E528,FBD6C-F157A-BC3ED,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_FBD6C-F157A-BC3ED.png
5903,5903R,U2V3W-4X5Y6-Z7A8B-53D0C,EEAB5-F5C2A-ADD58,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EEAB5-F5C2A-ADD58.png
5904,5904R,U2V3W-4X5Y6-Z7A8B-594F0,3EB4A-E01EF-571E6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3EB4A-E01EF-571E6.png
5905,5905R,U2V3W-4X5Y6-Z7A8B-5ECD4,5ED87-DED2C-7C1C0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_5ED87-DED2C-7C1C0.png
5906,5906R,U2V3W-4X5Y6-Z7A8B-644B8,BC938-D8CDA-9DEE6,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BC938-D8CDA-9DEE6.png
5907,5907R,U2V3W-4X5Y6-Z7A8B-69C9C,3B8D7-1CDEB-62A9F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3B8D7-1CDEB-62A9F.png
5908,5908R,U2V3W-4X5Y6-Z7A8B-6F480,33384-BD6D7-AFD6A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_33384-BD6D7-AFD6A.png
5909,5909R,U2V3W-4X5Y6-Z7A8B-74C64,7AE09-80D57-AF5FB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_7AE09-80D57-AF5FB.png
5910,5910R,U2V3W-4X5Y6-Z7A8B-7A448,79F85-BC9EC-0BF9D,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_79F85-BC9EC-0BF9D.png
5911,5911R,U2V3W-4X5Y6-Z7A8B-7FC2C,4FCB4-8442B-EBB0C,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_4FCB4-8442B-EBB0C.png
5912,5912R,U2V3W-4X5Y6-Z7A8B-85410,6EEAD-1DCEF-D7CDB,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6EEAD-1DCEF-D7CDB.png
5913,5913R,U2V3W-4X5Y6-Z7A8B-8ABF4,B37D8-5A205-BEE90,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_B37D8-5A205-BEE90.png
5914,5914R,U2V3W-4X5Y6-Z7A8B-903D8,C00BD-FA5CB-2FCC7,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C00BD-FA5CB-2FCC7.png
5915,5915R,U2V3W-4X5Y6-Z7A8B-95BBC,AF76A-3EC78-ECEA0,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AF76A-3EC78-ECEA0.png
5916,5916R,U2V3W-4X5Y6-Z7A8B-9B3A0,ACCB7-159D7-3C0AF,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ACCB7-159D7-3C0AF.png
5917,5917R,U2V3W-4X5Y6-Z7A8B-A0B84,0C176-FBC34-1AA08,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0C176-FBC34-1AA08.png
5918,5918R,U2V3W-4X5Y6-Z7A8B-A6368,EAEC3-3CEBA-EFA2E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EAEC3-3CEBA-EFA2E.png
5919,5919R,U2V3W-4X5Y6-Z7A8B-ABB4C,0981C-CEC6C-4B2ED,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0981C-CEC6C-4B2ED.png
5920,5920R,U2V3W-4X5Y6-Z7A8B-B1330,0ED35-5B0B2-AE3EC,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0ED35-5B0B2-AE3EC.png
5921,5921R,U2V3W-4X5Y6-Z7A8B-B6B14,0D9FD-B771D-7E95F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0D9FD-B771D-7E95F.png
5922,5922R,U2V3W-4X5Y6-Z7A8B-BC2F8,D1095-0D54B-BDF86,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_D1095-0D54B-BDF86.png
5923,5923R,U2V3W-4X5Y6-Z7A8B-C1ADC,F8F7A-7DB32-DDFBD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F8F7A-7DB32-DDFBD.png
5924,5924R,U2V3W-4X5Y6-Z7A8B-C72C0,EF6F6-6106F-EC676,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EF6F6-6106F-EC676.png
5925,5925R,U2V3W-4X5Y6-Z7A8B-CCAA4,EBAF5-9B0EA-ADB8B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_EBAF5-9B0EA-ADB8B.png
5926,5926R,U2V3W-4X5Y6-Z7A8B-D2288,E0DDE-DEDBC-05A80,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E0DDE-DEDBC-05A80.png
5927,5927R,U2V3W-4X5Y6-Z7A8B-D7A6C,344D5-9EE13-C93CE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_344D5-9EE13-C93CE.png
5928,5928R,U2V3W-4X5Y6-Z7A8B-DD250,C5AAB-A96AF-BB381,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C5AAB-A96AF-BB381.png
5929,5929R,U2V3W-4X5Y6-Z7A8B-E2A34,C4F12-4D384-9AAFE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_C4F12-4D384-9AAFE.png
5930,5930R,U2V3W-4X5Y6-Z7A8B-E8218,0ACDD-0BC7F-C5DF9,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_0ACDD-0BC7F-C5DF9.png
5931,5931R,U2V3W-4X5Y6-Z7A8B-ED9FC,DBA5F-CB2AA-417AE,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_DBA5F-CB2AA-417AE.png
5932,5932R,U2V3W-4X5Y6-Z7A8B-F31E0,E1D22-2EFCA-F1BCD,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_E1D22-2EFCA-F1BCD.png
5933,5933R,U2V3W-4X5Y6-Z7A8B-F89C4,BCF51-1C1DE-1512F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_BCF51-1C1DE-1512F.png
5934,5934R,U2V3W-4X5Y6-Z7A8B-FE1A8,A5006-FCE52-C129A,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_A5006-FCE52-C129A.png
5935,5935R,U2V3W-4X5Y6-Z7A8B-0398C,784FB-B8F07-DF61F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_784FB-B8F07-DF61F.png
5936,5936R,U2V3W-4X5Y6-Z7A8B-09170,F9FEB-FC70F-A67E5,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_F9FEB-FC70F-A67E5.png
5937,5937R,U2V3W-4X5Y6-Z7A8B-0E954,ABEFD-6E60D-23EA2,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_ABEFD-6E60D-23EA2.png
5938,5938R,U2V3W-4X5Y6-Z7A8B-14138,2B62A-2FDF1-85A6E,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_2B62A-2FDF1-85A6E.png
5939,5939R,U2V3W-4X5Y6-Z7A8B-1991C,1BEB6-57BF2-50BA1,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_1BEB6-57BF2-50BA1.png
5940,5940R,U2V3W-4X5Y6-Z7A8B-1F100,AEEB9-25CDB-C069F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_AEEB9-25CDB-C069F.png
5941,5941R,U2V3W-4X5Y6-Z7A8B-248E4,6E4CF-AE39C-CFF8F,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_6E4CF-AE39C-CFF8F.png
5942,5942R,U2V3W-4X5Y6-Z7A8B-2A0C8,3C875-F765E-BEB7B,,,Good Condition,2025-01-10 16:20:39,/qr_codes/qr_3C875-F765E-BEB7B.png
