ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS
5873,5873R,M4N5O-6P7Q8-R9S1T-AF054,CE47B-951F2-693F8-2C1DA,,,Good Condition
5874,5874R,M4N5O-6P7Q8-R9S1T-B4838,EDF4E-81DA8-C5DBF-7DBC0,,,Good Condition
5875,5875R,M4N5O-6P7Q8-R9S1T-BA01C,4C81A-A9FFB-6F17C-D7DCE,,,Good Condition
5876,5876R,M4N5O-6P7Q8-R9S1T-BF800,BCB82-B72D3-A7CCB-E3985,,,Good Condition
5877,5877R,M4N5O-6P7Q8-R9S1T-C4FE4,BC877-E6B4A-DA002-6ACDE,,,Good Condition
5878,5878R,M4N5O-6P7Q8-R9S1T-CA7C8,0ACD3-538EC-DECF3-0AC88,,,Good Condition
5879,5879R,M4N5O-6P7Q8-R9S1T-CFFAC,31AE9-F51C9-0846C-2E5FD,,,Good Condition
5880,5880R,M4N5O-6P7Q8-R9S1T-D5790,7F286-C8A7E-9A7C9-65EDC,,,Good Condition
5881,5881R,M4N5O-6P7Q8-R9S1T-DAF74,AFDF0-7EDDB-DBEFF-B2909,,,Good Condition
5882,5882R,M4N5O-6P7Q8-R9S1T-E0758,D4E7A-6C6EE-04AE2-ABEFC,,,Good Condition
5883,5883R,M4N5O-6P7Q8-R9S1T-E5F3C,37FB3-F5EAE-B741E-9AE98,,,Good Condition
5884,5884R,M4N5O-6P7Q8-R9S1T-EB720,EDDEF-4E1B1-985AA-9B31B,,,Good Condition
5885,5885R,M4N5O-6P7Q8-R9S1T-F0F04,BEF8A-EAAEB-2B24D-D38AF,,,Good Condition
5886,5886R,M4N5O-6P7Q8-R9S1T-F66E8,DACED-B1E1F-DF55E-BCEDC,,,Good Condition
5887,5887R,M4N5O-6P7Q8-R9S1T-FBECC,931FC-ADFBA-C6323-FCAE2,,,Good Condition
5888,5888R,M4N5O-6P7Q8-R9S1T-016B0,327A9-85E29-C34DD-CB208,,,Good Condition
5889,5889R,M4N5O-6P7Q8-R9S1T-06E94,9F20B-FDE0A-6FFAD-CF8B9,,,Good Condition
5890,5890R,M4N5O-6P7Q8-R9S1T-0C678,2DC62-D7C1B-2D3D7-7DFDE,,,Good Condition
5891,5891R,M4N5O-6P7Q8-R9S1T-11E5C,CCF80-0504C-A09AE-F56E1,,,Good Condition
5892,5892R,M4N5O-6P7Q8-R9S1T-17640,48BDF-F2A8A-81B8F-0BD8F,,,Good Condition
5893,5893R,M4N5O-6P7Q8-R9S1T-1CE24,4B000-CAA96-0BF6A-A915F,,,Good Condition
5894,5894R,M4N5O-6P7Q8-R9S1T-22608,A15DE-B7EFE-ACEF0-FA2DE,,,Good Condition
5895,5895R,M4N5O-6P7Q8-R9S1T-27DEC,FCDC0-DAC1B-18CE4-BB27E,,,Good Condition
5896,5896R,M4N5O-6P7Q8-R9S1T-2D5D0,BF7B4-E8EC4-66A1C-367D9,,,Good Condition
5897,5897R,M4N5O-6P7Q8-R9S1T-32DB4,9EB7A-ADEF2-601ED-1EC1F,,,Good Condition
5898,5898R,M4N5O-6P7Q8-R9S1T-38598,719E3-AAADB-D467E-AF7FE,,,Good Condition
5899,5899R,M4N5O-6P7Q8-R9S1T-3DD7C,AE20D-C7FDA-E5FF9-B17B0,,,Good Condition
5900,5900R,M4N5O-6P7Q8-R9S1T-43560,E4568-4FCBA-FCF26-AA836,,,Good Condition
5901,5901R,U2V3W-4X5Y6-Z7A8B-48D44,DF3DA-226A8-7EADE-0B46C,,,Good Condition
5902,5902R,U2V3W-4X5Y6-Z7A8B-4E528,C957F-4A3D4-ABBE7-DF571,,,Good Condition
5903,5903R,U2V3W-4X5Y6-Z7A8B-53D0C,BDBAA-69B5D-CE97D-BC6CF,,,Good Condition
5904,5904R,U2V3W-4X5Y6-Z7A8B-594F0,BFDCF-A6D9B-CF6A3-EB3FE,,,Good Condition
5905,5905R,U2V3W-4X5Y6-Z7A8B-5ECD4,27DD3-FC80E-6C9FD-9766A,,,Good Condition
5906,5906R,U2V3W-4X5Y6-Z7A8B-644B8,89EF0-65BDD-BA8EB-228E1,,,Good Condition
5907,5907R,U2V3W-4X5Y6-Z7A8B-69C9C,3C313-DE9F1-EACEE-45D2E,,,Good Condition
5908,5908R,U2V3W-4X5Y6-Z7A8B-6F480,2BFA2-B7196-1FB55-AEBEB,,,Good Condition
5909,5909R,U2V3W-4X5Y6-Z7A8B-74C64,AD611-CC8EA-8E60C-69BED,,,Good Condition
5910,5910R,U2V3W-4X5Y6-Z7A8B-7A448,36859-E11FC-D4C95-AFB51,,,Good Condition
5911,5911R,U2V3W-4X5Y6-Z7A8B-7FC2C,F1FAB-F32EA-A255F-A3FEB,,,Good Condition
5912,5912R,U2V3W-4X5Y6-Z7A8B-85410,3DAB3-DFA9C-BBEFF-CE546,,,Good Condition
5913,5913R,U2V3W-4X5Y6-Z7A8B-8ABF4,859A6-00F0E-E8F2A-C0856,,,Good Condition
5914,5914R,U2V3W-4X5Y6-Z7A8B-903D8,2CD7C-12CFB-2B6D8-BFCB4,,,Good Condition
5915,5915R,U2V3W-4X5Y6-Z7A8B-95BBC,EACD2-F5764-06CB5-38874,,,Good Condition
5916,5916R,U2V3W-4X5Y6-Z7A8B-9B3A0,D649F-FBB13-BBFBB-BC512,,,Good Condition
5917,5917R,U2V3W-4X5Y6-Z7A8B-A0B84,F0E38-C20F3-BEB1F-F3B79,,,Good Condition
5918,5918R,U2V3W-4X5Y6-Z7A8B-A6368,BCD10-EC62D-13969-A7B70,,,Good Condition
5919,5919R,U2V3W-4X5Y6-Z7A8B-ABB4C,E6C0F-2F95C-79CCA-34DCB,,,Good Condition
5920,5920R,U2V3W-4X5Y6-Z7A8B-B1330,5F3E4-6E4EB-4FD0A-9CBA7,,,Good Condition
5921,5921R,U2V3W-4X5Y6-Z7A8B-B6B14,5EE9B-B8C89-8C0B0-A66B0,,,Good Condition
5922,5922R,U2V3W-4X5Y6-Z7A8B-BC2F8,CBEE5-EBC69-08ABE-76C35,,,Good Condition
5923,5923R,U2V3W-4X5Y6-Z7A8B-C1ADC,457B7-6BF3F-E9BEA-D1EFD,,,Good Condition
5924,5924R,U2V3W-4X5Y6-Z7A8B-C72C0,86CFC-A6FEF-2BAF6-130BC,,,Good Condition
5925,5925R,U2V3W-4X5Y6-Z7A8B-CCAA4,E2562-7F116-FC364-F9A97,,,Good Condition
5926,5926R,U2V3W-4X5Y6-Z7A8B-D2288,72B21-C6F3C-35AE7-CBC0E,,,Good Condition
5927,5927R,U2V3W-4X5Y6-Z7A8B-D7A6C,3EA34-F7F37-F9DDD-FCEDF,,,Good Condition
5928,5928R,U2V3W-4X5Y6-Z7A8B-DD250,B7DFE-7CEB0-2A35F-F2EB7,,,Good Condition
5929,5929R,U2V3W-4X5Y6-Z7A8B-E2A34,AC208-CAA18-79ED5-3FBC5,,,Good Condition
5930,5930R,U2V3W-4X5Y6-Z7A8B-E8218,E6D64-A04E2-DE5F3-9DDD1,,,Good Condition
5931,5931R,U2V3W-4X5Y6-Z7A8B-ED9FC,1BCFF-F29B7-9D638-BABB6,,,Good Condition
5932,5932R,U2V3W-4X5Y6-Z7A8B-F31E0,85E9B-44A5A-DD664-3344B,,,Good Condition
5933,5933R,U2V3W-4X5Y6-Z7A8B-F89C4,09F9E-0E1C5-3802D-CAE3D,,,Good Condition
5934,5934R,U2V3W-4X5Y6-Z7A8B-FE1A8,DA41B-0DBDE-3AB6F-0B22F,,,Good Condition
5935,5935R,U2V3W-4X5Y6-Z7A8B-0398C,DAB0D-EDCEA-481FC-3EACB,,,Good Condition
5936,5936R,U2V3W-4X5Y6-Z7A8B-09170,AD01B-3ACA6-F5B18-B727B,,,Good Condition
5937,5937R,U2V3W-4X5Y6-Z7A8B-0E954,D54F8-EFBEA-6D1C2-A4B22,,,Good Condition
5938,5938R,U2V3W-4X5Y6-Z7A8B-14138,4725F-FADEB-1F5DB-0F4B1,,,Good Condition
5939,5939R,U2V3W-4X5Y6-Z7A8B-1991C,A8246-A81EC-6BD48-32924,,,Good Condition
5940,5940R,U2V3W-4X5Y6-Z7A8B-1F100,D812C-1A6DB-29ECD-FFECB,,,Good Condition
5941,5941R,U2V3W-4X5Y6-Z7A8B-248E4,BCCF1-83C3C-6A7F7-E2D56,,,Good Condition
5942,5942R,U2V3W-4X5Y6-Z7A8B-2A0C8,41A40-9FDD2-AD0BC-B07EA,,,Good Condition
5943,5943R,U2V3W-4X5Y6-Z7A8B-2F8AC,B99FF-F9743-BB599-AB1A4,,,Good Condition
5944,5944R,U2V3W-4X5Y6-Z7A8B-35090,AED58-9FB0C-DFD1D-F5F7A,,,Good Condition
5945,5945R,U2V3W-4X5Y6-Z7A8B-3A874,1B4EE-ED161-D85DA-8C542,,,Good Condition
5946,5946R,U2V3W-4X5Y6-Z7A8B-40058,E3AB8-4DC29-C3D0E-38BDF,,,Good Condition
5947,5947R,U2V3W-4X5Y6-Z7A8B-4583C,EE7E3-A26E4-4AA27-CB1EA,,,Good Condition
5948,5948R,U2V3W-4X5Y6-Z7A8B-4B020,DF261-756FA-FE579-6FF8F,,,Good Condition
5949,5949R,U2V3W-4X5Y6-Z7A8B-50804,BA5CB-CBD77-0478E-6B0C0,,,Good Condition
5950,5950R,U2V3W-4X5Y6-Z7A8B-55FE8,D46CC-3BA6F-6BD9F-E5102,,,Good Condition
5951,5951R,U2V3W-4X5Y6-Z7A8B-5B7CC,48E56-C9CDD-BDBF6-DE6BD,,,Good Condition
5952,5952R,U2V3W-4X5Y6-Z7A8B-60FB0,D0AF0-FDCFD-89DF7-EBBAD,,,Good Condition
5953,5953R,U2V3W-4X5Y6-Z7A8B-66794,ADB6B-4ACFC-2ECD4-B4181,,,Good Condition
5954,5954R,U2V3W-4X5Y6-Z7A8B-6BF78,EFCDF-B21AA-D734A-CA6C2,,,Good Condition
5955,5955R,U2V3W-4X5Y6-Z7A8B-7175C,2F9EB-10F52-79E04-CF869,,,Good Condition
5956,5956R,U2V3W-4X5Y6-Z7A8B-76F40,B19A5-7C36E-ED673-FF207,,,Good Condition
5957,5957R,U2V3W-4X5Y6-Z7A8B-7C724,0CEAE-1E847-EB3E2-FAFCB,,,Good Condition
5958,5958R,U2V3W-4X5Y6-Z7A8B-81F08,1D0FA-E8EC0-BD370-050EB,,,Good Condition
5959,5959R,U2V3W-4X5Y6-Z7A8B-876EC,0B547-4FF46-27C6B-EE670,,,Good Condition
5960,5960R,U2V3W-4X5Y6-Z7A8B-8CED0,898E9-AEFA7-9FEAC-A5D55,,,Good Condition
5961,5961R,U2V3W-4X5Y6-Z7A8B-926B4,65FB1-1E109-76FEF-8431A,,,Good Condition
5962,5962R,U2V3W-4X5Y6-Z7A8B-97E98,EB930-B87CB-B07D0-5C15E,,,Good Condition
5963,5963R,U2V3W-4X5Y6-Z7A8B-9D67C,5C0CA-6D0FD-CDDD0-2BD9D,,,Good Condition
5964,5964R,U2V3W-4X5Y6-Z7A8B-A2E60,FD106-7A42B-BBD9A-57E30,,,Good Condition
5965,5965R,U2V3W-4X5Y6-Z7A8B-A8644,0955D-01ABB-A3F2D-B4EA8,,,Good Condition
5966,5966R,U2V3W-4X5Y6-Z7A8B-ADE28,EA383-A13E0-EDAE2-BFBAE,,,Good Condition
5967,5967R,U2V3W-4X5Y6-Z7A8B-B360C,C39E0-957BF-BADFE-E77FD,,,Good Condition
5968,5968R,U2V3W-4X5Y6-Z7A8B-B8DF0,9FBEC-1E28B-AB965-5BCB8,,,Good Condition
5969,5969R,U2V3W-4X5Y6-Z7A8B-BE5D4,EBD8D-B242A-A99BB-F8BE9,,,Good Condition
5970,5970R,U2V3W-4X5Y6-Z7A8B-C3DB8,5CD44-84B77-CE1AF-C6B2E,,,Good Condition
5971,5971R,U2V3W-4X5Y6-Z7A8B-C959C,1D584-62AAD-1B4DF-BDFAF,,,Good Condition
5972,5972R,U2V3W-4X5Y6-Z7A8B-CED80,EEACC-C901B-41ED0-68FCB,,,Good Condition
5973,5973R,U2V3W-4X5Y6-Z7A8B-D4564,EABB3-7E258-DF4DB-132B1,,,Good Condition
5974,5974R,U2V3W-4X5Y6-Z7A8B-D9D48,CCBFF-DACED-6DC4E-90ECA,,,Good Condition
5975,5975R,U2V3W-4X5Y6-Z7A8B-DF52C,EDAAE-B2E96-F29CC-37D2A,,,Good Condition
5976,5976R,U2V3W-4X5Y6-Z7A8B-E4D10,3CCB7-AFDFD-8669E-BAF8A,,,Good Condition
5977,5977R,U2V3W-4X5Y6-Z7A8B-EA4F4,C18C1-7C3CA-F82FA-BDE41,,,Good Condition
5978,5978R,U2V3W-4X5Y6-Z7A8B-EFCD8,855A9-DAF5D-FEBC0-0DDED,,,Good Condition
5979,5979R,U2V3W-4X5Y6-Z7A8B-F54BC,D4696-EC5AE-3DBF8-9BB41,,,Good Condition
5980,5980R,U2V3W-4X5Y6-Z7A8B-FACA0,3BDC2-68A3D-DE9E5-22EBF,,,Good Condition
5981,5981R,U2V3W-4X5Y6-Z7A8B-00484,E574E-88B5E-0EDF3-E7F32,,,Good Condition
5982,5982R,U2V3W-4X5Y6-Z7A8B-05C68,8777E-04B7D-6FDF6-DE5FF,,,Good Condition
5983,5983R,U2V3W-4X5Y6-Z7A8B-0B44C,790D7-48FEC-4EB53-7C4B8,,,Good Condition
5984,5984R,U2V3W-4X5Y6-Z7A8B-10C30,22279-8EB6E-CD99C-D69FD,,,Good Condition
5985,5985R,U2V3W-4X5Y6-Z7A8B-16414,DD14B-BC5FE-FAECE-3D2BB,,,Good Condition
5986,5986R,U2V3W-4X5Y6-Z7A8B-1BBF8,6F3FB-AB088-FD51B-DB613,,,Good Condition
5987,5987R,U2V3W-4X5Y6-Z7A8B-213DC,C9D6B-F4EB1-5B9FC-7A477,,,Good Condition
5988,5988R,U2V3W-4X5Y6-Z7A8B-26BC0,BBBF8-3BBDC-ACE51-124B2,,,Good Condition
5989,5989R,U2V3W-4X5Y6-Z7A8B-2C3A4,ABA7E-78FEF-DCD6D-DF01C,,,Good Condition
5990,5990R,U2V3W-4X5Y6-Z7A8B-31B88,44C3A-DAFD9-AAA5E-C3CDC,,,Good Condition
5991,5991R,U2V3W-4X5Y6-Z7A8B-3736C,BDA9F-4AC57-0F6CB-865CF,,,Good Condition
5992,5992R,U2V3W-4X5Y6-Z7A8B-3CB50,47CFE-635FB-CFEDB-58A7C,,,Good Condition
5993,5993R,U2V3W-4X5Y6-Z7A8B-42334,F9C3B-73EDD-D61F9-FE21F,,,Good Condition
5994,5994R,U2V3W-4X5Y6-Z7A8B-47B18,1E6CF-B5D9E-5BCF0-4A4AE,,,Good Condition
5995,5995R,U2V3W-4X5Y6-Z7A8B-4D2FC,771BA-7FBB6-FA7E0-7AD7F,,,Good Condition
5996,5996R,U2V3W-4X5Y6-Z7A8B-52AE0,D7B8C-3CC2A-1CCED-C2EF7,,,Good Condition
5997,5997R,U2V3W-4X5Y6-Z7A8B-582C4,6A0DE-9E5BC-93AC4-2BCC1,,,Good Condition
5998,5998R,U2V3W-4X5Y6-Z7A8B-5DAA8,3A2EC-EAE3F-7CBCD-D37BD,,,Good Condition
5999,5999R,U2V3W-4X5Y6-Z7A8B-6328C,B8C9E-5ADF2-5BB8E-E1631,,,Good Condition
6000,6000R,U2V3W-4X5Y6-Z7A8B-68A70,CC9BF-E2FC4-26A90-EE209,,,Good Condition
6001,6001R,C9D1E-2F3G4-H5I6J-6E254,26FE5-5396D-429BB-6B35C,,,Good Condition
6002,6002R,C9D1E-2F3G4-H5I6J-73A38,EB2AD-B9FA7-8DAD4-EF2A4,,,Good Condition
6003,6003R,C9D1E-2F3G4-H5I6J-7921C,BD9B6-E3D59-3BA7B-EA468,,,Good Condition
6004,6004R,C9D1E-2F3G4-H5I6J-7EA00,FF537-7B2AF-5B881-79CD1,,,Good Condition
6005,6005R,C9D1E-2F3G4-H5I6J-841E4,470ED-F9FCE-FC1EE-94CD6,,,Good Condition
6006,6006R,C9D1E-2F3G4-H5I6J-899C8,FD487-03E57-AF58B-96AAA,,,Good Condition
6007,6007R,C9D1E-2F3G4-H5I6J-8F1AC,7B82E-93EF4-C49B4-FCC8A,,,Good Condition
6008,6008R,C9D1E-2F3G4-H5I6J-94990,B9750-CDF5A-FFCDE-4CA0F,,,Good Condition
6009,6009R,C9D1E-2F3G4-H5I6J-9A174,81DEC-6333E-B7F00-D8D34,,,Good Condition
6010,6010R,C9D1E-2F3G4-H5I6J-9F958,FEAA0-EAB93-547B9-FDCE5,,,Good Condition
6011,6011R,C9D1E-2F3G4-H5I6J-A513C,BF2DF-1FFC5-E86BA-BED49,,,Good Condition
6012,6012R,C9D1E-2F3G4-H5I6J-AA920,C5FAA-5BFB3-844B1-FDD3F,,,Good Condition
6013,6013R,C9D1E-2F3G4-H5I6J-B0104,D8CBE-3089F-E0BE9-40E7D,,,Good Condition
6014,6014R,C9D1E-2F3G4-H5I6J-B58E8,28856-26AFD-BA0FB-FA7CA,,,Good Condition
6015,6015R,C9D1E-2F3G4-H5I6J-BB0CC,00A6A-4CB75-B26EA-DAA1A,,,Good Condition
6016,6016R,C9D1E-2F3G4-H5I6J-C08B0,602CB-DCBA4-C97EC-E94D2,,,Good Condition
6017,6017R,C9D1E-2F3G4-H5I6J-C6094,FDA0B-E6324-BCAE4-ABE7D,,,Good Condition
6018,6018R,C9D1E-2F3G4-H5I6J-CB878,EFCA5-F6ED7-BD8BA-FFBC1,,,Good Condition
6019,6019R,C9D1E-2F3G4-H5I6J-D105C,CF4B2-2EA37-A0F61-DF3DC,,,Good Condition
6020,6020R,C9D1E-2F3G4-H5I6J-D6840,D3A0D-97AF1-587AF-86BF2,,,Good Condition
6021,6021R,C9D1E-2F3G4-H5I6J-DC024,D2D1A-2DAA6-BDB97-AC74A,,,Good Condition
6022,6022R,C9D1E-2F3G4-H5I6J-E1808,15AA0-FFB7D-62CCD-7DAE5,,,Good Condition
6023,6023R,C9D1E-2F3G4-H5I6J-E6FEC,BDAFD-3A69D-A33D9-FC88D,,,Good Condition
6024,6024R,C9D1E-2F3G4-H5I6J-EC7D0,E5716-47279-BDDDD-CFE55,,,Good Condition
6025,6025R,C9D1E-2F3G4-H5I6J-F1FB4,A9D06-DB9EB-07B05-A9934,,,Good Condition
6026,6026R,C9D1E-2F3G4-H5I6J-F7798,70EA1-AA909-BB342-AEADC,,,Good Condition
6027,6027R,C9D1E-2F3G4-H5I6J-FCF7C,0365D-3A31E-4CEFF-5D9FD,,,Good Condition
6028,6028R,C9D1E-2F3G4-H5I6J-02760,FC69E-BBFFB-FE4E2-BBBE6,,,Good Condition
6029,6029R,C9D1E-2F3G4-H5I6J-07F44,66CE0-F2FFD-BCDBB-AD3B1,,,Good Condition
6030,6030R,C9D1E-2F3G4-H5I6J-0D728,EBCF0-1164F-61942-0DB64,,,Good Condition
6031,6031R,C9D1E-2F3G4-H5I6J-12F0C,E4EC8-5AED8-FEFBD-1A3A4,,,Good Condition
6032,6032R,C9D1E-2F3G4-H5I6J-186F0,F6F1F-1D85B-517FD-CDEC3,,,Good Condition
6033,6033R,C9D1E-2F3G4-H5I6J-1DED4,EE62A-AA4CC-CFE3D-AC925,,,Good Condition
6034,6034R,C9D1E-2F3G4-H5I6J-236B8,FAB21-9FA13-603CD-C5A7F,,,Good Condition
6035,6035R,C9D1E-2F3G4-H5I6J-28E9C,EBAAB-9DDCB-BBDBE-AA451,,,Good Condition
6036,6036R,C9D1E-2F3G4-H5I6J-2E680,25A99-FA23F-2A59A-BFE8B,,,Good Condition
6037,6037R,C9D1E-2F3G4-H5I6J-33E64,D521A-EAD24-FDDB9-B5D45,,,Good Condition
6038,6038R,C9D1E-2F3G4-H5I6J-39648,C1CA9-9C7CB-23BF8-4ABD1,,,Good Condition
6039,6039R,C9D1E-2F3G4-H5I6J-3EE2C,1ABA8-CC8C6-5F3EE-81CEF,,,Good Condition
6040,6040R,C9D1E-2F3G4-H5I6J-44610,7EB91-BD8C0-EFC16-9D0E9,,,Good Condition
6041,6041R,C9D1E-2F3G4-H5I6J-49DF4,B7BCB-DBBAF-A26DB-0A3DE,,,Good Condition
6042,6042R,C9D1E-2F3G4-H5I6J-4F5D8,30105-BFAC7-CA7AA-97A5B,,,Good Condition
6043,6043R,C9D1E-2F3G4-H5I6J-54DBC,6FCB9-F08CE-7DA3B-9BFE4,,,Good Condition
6044,6044R,C9D1E-2F3G4-H5I6J-5A5A0,7CFCF-EE3A9-6CBC8-F795E,,,Good Condition
6045,6045R,C9D1E-2F3G4-H5I6J-5FD84,F1CDD-5BDD0-4F2DE-584E6,,,Good Condition
6046,6046R,C9D1E-2F3G4-H5I6J-65568,DA55E-91D2C-717FA-CDCE9,,,Good Condition
6047,6047R,C9D1E-2F3G4-H5I6J-6AD4C,EA5ED-F5CAC-E48CB-F9414,,,Good Condition
6048,6048R,C9D1E-2F3G4-H5I6J-70530,FFDFA-02D33-DFBEA-33676,,,Good Condition
6049,6049R,C9D1E-2F3G4-H5I6J-75D14,5B7C1-5CF4A-3F091-7D36C,,,Good Condition
6050,6050R,C9D1E-2F3G4-H5I6J-7B4F8,9CE1C-064FA-DF7B7-E6560,,,Good Condition
6051,6051R,C9D1E-2F3G4-H5I6J-80CDC,BEAA6-3829D-F9FE4-1B50B,,,Good Condition
6052,6052R,C9D1E-2F3G4-H5I6J-864C0,23795-F4764-E5BF5-F960F,,,Good Condition
6053,6053R,C9D1E-2F3G4-H5I6J-8BCA4,02BEB-C3D8D-7BCEE-CD74D,,,Good Condition
6054,6054R,C9D1E-2F3G4-H5I6J-91488,2BFA3-F0DD3-AD47D-8D6EE,,,Good Condition
6055,6055R,C9D1E-2F3G4-H5I6J-96C6C,F8DD8-AFBD8-A39D2-F2AA2,,,Good Condition
6056,6056R,C9D1E-2F3G4-H5I6J-9C450,DDF66-DBF6E-CA69F-1C285,,,Good Condition
6057,6057R,C9D1E-2F3G4-H5I6J-A1C34,198DB-CECA0-DEBAA-0E1EC,,,Good Condition
6058,6058R,C9D1E-2F3G4-H5I6J-A7418,36C81-AEA2E-27FC1-C1FFB,,,Good Condition
6059,6059R,C9D1E-2F3G4-H5I6J-ACBFC,AFCC3-EF10B-FD090-F2E0B,,,Good Condition
6060,6060R,C9D1E-2F3G4-H5I6J-B23E0,DE9E6-3BAFB-A85EC-BD53F,,,Good Condition
6061,6061R,C9D1E-2F3G4-H5I6J-B7BC4,109C0-AEEF4-FD3D8-FECCD,,,Good Condition
6062,6062R,C9D1E-2F3G4-H5I6J-BD3A8,BEEBB-FD80E-BABBD-F97FF,,,Good Condition
6063,6063R,C9D1E-2F3G4-H5I6J-C2B8C,65BCC-F7BCD-0178F-38CAE,,,Good Condition
6064,6064R,C9D1E-2F3G4-H5I6J-C8370,BF4C2-1011B-61461-4C72C,,,Good Condition
6065,6065R,C9D1E-2F3G4-H5I6J-CDB54,1C6DD-548E8-F8F9D-F5D6B,,,Good Condition
6066,6066R,C9D1E-2F3G4-H5I6J-D3338,5C9AE-5FBEF-40B68-98FF1,,,Good Condition
6067,6067R,C9D1E-2F3G4-H5I6J-D8B1C,31A46-D0BEF-3613E-AE90F,,,Good Condition
6068,6068R,C9D1E-2F3G4-H5I6J-DE300,AAFBB-F991A-CDF8E-7CACC,,,Good Condition
6069,6069R,C9D1E-2F3G4-H5I6J-E3AE4,B090D-7B8C9-2E14A-DDD89,,,Good Condition
6070,6070R,C9D1E-2F3G4-H5I6J-E92C8,7980C-723DE-B8E5E-8E0BD,,,Good Condition
6071,6071R,C9D1E-2F3G4-H5I6J-EEAAC,8FA6C-94F4C-D48C9-F6A99,,,Good Condition
6072,6072R,C9D1E-2F3G4-H5I6J-F4290,3CB83-7DB2E-6DAE5-B1F7D,,,Good Condition
6073,6073R,C9D1E-2F3G4-H5I6J-F9A74,36951-E2E0D-EE84C-B2761,,,Good Condition
6074,6074R,C9D1E-2F3G4-H5I6J-FF258,0AD11-4CDC2-459E1-BBC92,,,Good Condition
6075,6075R,C9D1E-2F3G4-H5I6J-04A3C,4AC2B-D7EBE-1A85F-8EDCE,,,Good Condition
6076,6076R,C9D1E-2F3G4-H5I6J-0A220,D82FB-BAB1D-F95DB-DCFB6,,,Good Condition
6077,6077R,C9D1E-2F3G4-H5I6J-0FA04,85FB2-BD002-4EF3B-CBFAD,,,Good Condition
6078,6078R,C9D1E-2F3G4-H5I6J-151E8,3D828-CAE45-0C6D3-FAFBF,,,Good Condition
6079,6079R,C9D1E-2F3G4-H5I6J-1A9CC,6E78F-74B3F-DEBF0-2B2FD,,,Good Condition
6080,6080R,C9D1E-2F3G4-H5I6J-201B0,E5B4C-EEA7D-EDFEC-D9E7A,,,Good Condition
6081,6081R,C9D1E-2F3G4-H5I6J-25994,FFB51-CABDB-B3AA9-6BA33,,,Good Condition
6082,6082R,C9D1E-2F3G4-H5I6J-2B178,F693E-DAEFA-8E53D-ADB07,,,Good Condition
6083,6083R,C9D1E-2F3G4-H5I6J-3095C,4A0FC-EFEBB-ADC14-E0FC9,,,Good Condition
6084,6084R,C9D1E-2F3G4-H5I6J-36140,EDFA6-5BD73-FFE6D-1B1FE,,,Good Condition
6085,6085R,C9D1E-2F3G4-H5I6J-3B924,36BD1-FD9FC-D8369-17CCE,,,Good Condition
6086,6086R,C9D1E-2F3G4-H5I6J-41108,25DA2-1DFB6-24417-951AF,,,Good Condition
6087,6087R,C9D1E-2F3G4-H5I6J-468EC,CB2AB-A48A3-BBD2F-D3BDF,,,Good Condition
6088,6088R,C9D1E-2F3G4-H5I6J-4C0D0,4E2BF-A6A7B-6C70C-7CAAE,,,Good Condition
6089,6089R,C9D1E-2F3G4-H5I6J-518B4,F874B-BEEA1-4DE39-B3C1B,,,Good Condition
6090,6090R,C9D1E-2F3G4-H5I6J-57098,FFA7C-CA9AD-FEEAB-CEAC0,,,Good Condition
6091,6091R,C9D1E-2F3G4-H5I6J-5C87C,1DEFE-EFCFC-A6DC3-CAC6A,,,Good Condition
6092,6092R,C9D1E-2F3G4-H5I6J-62060,268DB-7BCBD-1F6E6-8B57B,,,Good Condition
6093,6093R,C9D1E-2F3G4-H5I6J-67844,61FCD-0A98C-4D4AF-DC292,,,Good Condition
6094,6094R,C9D1E-2F3G4-H5I6J-6D028,BFE87-9DD75-6C26C-A64AB,,,Good Condition
6095,6095R,C9D1E-2F3G4-H5I6J-7280C,EA77A-686BB-EDD99-F1BAE,,,Good Condition
6096,6096R,C9D1E-2F3G4-H5I6J-77FF0,F1A0C-CAFBC-9AC70-C0899,,,Good Condition
6097,6097R,C9D1E-2F3G4-H5I6J-7D7D4,895D9-7DAF3-992BD-D0B7E,,,Good Condition
6098,6098R,C9D1E-2F3G4-H5I6J-82FB8,E0B86-CE7BA-165FF-83760,,,Good Condition
6099,6099R,C9D1E-2F3G4-H5I6J-8879C,FC4DB-FC033-D8D1E-4BDBB,,,Good Condition
6100,6100R,C9D1E-2F3G4-H5I6J-8DF80,EFBC3-F0BF0-F1839-8FA6F,,,Good Condition
6101,6101R,K7L8M-9N1O2-P3Q4R-93764,EDE75-5ADBE-B247D-FFDD5,,,Good Condition
6102,6102R,K7L8M-9N1O2-P3Q4R-98F48,FFF3E-AF587-9CF26-A3BD3,,,Good Condition
6103,6103R,K7L8M-9N1O2-P3Q4R-9E72C,EC2BA-EBF35-B31DE-B02E6,,,Good Condition
6104,6104R,K7L8M-9N1O2-P3Q4R-A3F10,5B745-5F2FA-C8B86-FEDED,,,Good Condition
6105,6105R,K7L8M-9N1O2-P3Q4R-A96F4,CCED6-C3ECF-603BC-4CF4B,,,Good Condition
6106,6106R,K7L8M-9N1O2-P3Q4R-AEED8,8969F-A9A23-8C61E-A63BC,,,Good Condition
